Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq
8OI7,MOUNT SINAI MEDICAL CENTER,CLEVELAND,OH,41.51,-81.618333,680,
8OI8,MERIDIA HURON HOSPITAL,EAST CLEVELAND,OH,41.525,-81.583333,720,
8OI9,MORKASSEL FIELD,IDAHO,OH,39.1,-83.116667,850,
8OK0,LAMLE,OKEENE,OK,36.068333,-98.29,1212,
8OK1,WARBONNET,BLANCHARD,OK,35.168333,-97.71,1300,
8OK2,WAKEFIELD STRIP,CASHION,OK,35.725,-97.566667,1100,
8OK3,CLEVELAND AREA HOSPITAL,CLEVELAND,OK,36.316667,-96.5,960,
8OK4,BRANDLEY,EL RENO,OK,35.505,-98.04,1400,
8OK5,GROVE GENERAL HOSPITAL,GROVE,OK,36.583333,-94.766667,833,
8OK6,BARRY DOTSON RANCH,MARBLE CITY,OK,35.566667,-94.75,880,
8OK7,CC & M,MEDFORD,OK,36.796667,-97.718333,1085,
8OK8,BAPTIST REGIONAL HEALTH CENTER,MIAMI,OK,36.883333,-94.883333,806,
8OK9,NU-TECH ENERGY CO,OKLAHOMA CITY,OK,35.45,-97.535,1225,
8OR0,DANIELSON,HILLSBORO,OR,45.533333,-122.955,204,
8OR1,LEBANON HOSPITAL,LEBANON,OR,44.551667,-122.90667,340,
8OR2,KINGSTON AIRPARK,STAYTON,OR,44.778333,-122.73,871,
8OR3,RIVERVIEW RANCH,DAYS CREEK,OR,42.933333,-123.12167,840,
8OR4,SOUTHERN OREGON GENERAL HOSPITAL,GRANTS PASS,OR,42.456667,-123.325,900,
8OR6,GRABHORN'S,SCAPPOOSE,OR,45.781667,-122.89333,255,
8OR7,JOYNER,CORVALLIS,OR,44.626667,-123.225,220,
8OR8,HANNA INDUSTRIES,MILWAUKIE,OR,45.451667,-122.63667,40,
8OR9,PACIFIC COMMUNITIES HOSPITAL,NEWPORT,OR,44.63,-124.06,100,
8PA0,NUMIDIA,NUMIDIA,PA,40.866667,-76.396667,1070,
8PA1,DEE JAY,ONO,PA,40.408333,-76.503333,505,
8PA2,RONCA,BETHLEHEM,PA,40.685,-75.333333,375,
8PA3,HUF,WEATHERLY,PA,40.996667,-75.74,1210,
8PA4,J F T,MIFFLINBURG,PA,40.945,-77.045,630,
8PA5,ECHO 8 COMMUNICATIONS FACILITY,KITTANNING,PA,40.815,-79.506667,1304,
8PA6,HANEY,OTTSVILLE,PA,40.495,-75.125,460,
8PA8,SUNNY REST,PALMERTON,PA,40.816667,-75.666667,980,
8PN0,LOST ACRES,CHAMBERSBURG,PA,39.94,-77.615,710,
8PN1,HAMILTON,CLEARFIELD,PA,41.013333,-78.298333,1780,
8PN2,WORCESTER,COLLEGEVILLE,PA,40.191667,-75.376667,240,
8PN5,HELFRICK,ELYSBURG,PA,40.833333,-76.55,1000,
8PN7,ROTH PRIVATE AIR STRIP,FAIRFIELD,PA,39.8,-77.38,650,
8PN8,RORER GROUP,FORT WASHINGTON,PA,40.141667,-75.188333,182,
8PN9,MARSH CREEK,GETTYSBURG,PA,39.821667,-77.291667,530,
8PS0,MIDDLEBURY,MIDDLEBURY CENTER,PA,41.848333,-77.281667,1170,
8PS1,BETHLEHEM STEEL PLANT,BETHLEHEM,PA,40.613333,-75.346667,300,
8PS2,STILL MEADOW FARM,JACKSON CENTER,PA,41.31,-80.163333,1370,
8PS3,EMPIRE,TAYLOR,PA,41.395,-75.735,900,
8PS5,HMC HANGER,HERSHEY,PA,40.261667,-76.683333,421,
8PS7,COMMUNITY MEDICAL CENTER,SCRANTON,PA,41.4,-75.646667,1055,
8PS8,AIR PRODUCTS,TREXLERTOWN,PA,40.558333,-75.598333,424,
8PS9,TYLER MEMORIAL HOSPITAL,TUNKHANNOCK,PA,41.578333,-75.97,1080,
8Q0,TRAVIS AFB AERO CLUB,FAIRFIELD,CA,38.27,-121.975,51,
8Q1,J-B,FARMINGTON,CA,37.935,-121.015,103,
8Q3,FORT BRAGG,FORT BRAGG,CA,39.475,-123.795,71,
8Q6,FLYING B RANCH,FRANKLIN,CA,38.341667,-121.43667,19,
8Q9,ARNOLD RANCH,FRESNO,CA,36.915,-119.785,382,
8R4,H & F PROPERTIES,CRYSTAL CITY,TX,28.815,-99.758333,640,
8S0,STARR-BROWNING AIRSTRIP,BROWNING,MT,48.601667,-113.115,4655,122.9
8S1,POLSON,POLSON,MT,47.695,-114.185,2938,122.8
8S2,CASHMERE-DRYDEN,CASHMERE,WA,47.515,-120.485,853,122.9
8S3,SANTIAM JUNCTION STATE,SANTIAM JUNCTION,OR,44.435,-121.94167,3748,122.9
8S4,ENTERPRISE MUNI,ENTERPRISE,OR,45.425,-117.265,3957,122.8
8S5,EAST COOPER,MOUNT PLEASANT,SC,32.898333,-79.783333,13,122.7
8S8,FAIRWAYS,OREGON CITY,OR,45.32,-122.55167,525,
8S9,AYRES,JUNCTION CITY,OR,44.246667,-123.195,340,
8T0,JOHN B CONNALLY RANCH,FLORESVILLE,TX,29.135,-98.276667,530,
8T1,WALL FLYING SERVICE,FLORESVILLE,TX,29.018333,-98.206667,440,
8T2,GILLINGHAM,FLORESVILLE,TX,29.138333,-98.113333,450,
8T3,LOPEZ RANCH,FORT MC KAVETT,TX,30.718333,-100.08167,2318,
8T4,FAITH CATTLE COMPANY LONGFELLOW,FORT STOCKTON,TX,30.3,-102.71667,3900,
8T5,MT VERNON MEDICAL CENTER,MOUNT VERNON,TX,33.176667,-95.235,482,
8T6,LIVE OAK COUNTY,GEORGE WEST,TX,28.363333,-98.116667,129,122.9
8T7,CARTER RANCH,FREDERICKSBURG,TX,30.32,-98.913333,1840,
8T9,FALCON STATE PARK,ROMA,TX,26.586667,-99.138333,348,122.9
8TA0,SAN GERONIMO AIRPARK,SAN ANTONIO,TX,29.51,-98.798333,1040,
8TA1,WHATLEY FLYING SERVICE,SEADRIFT,TX,28.478333,-96.761667,20,
8TA2,DEPARTMENT OF PUBLIC SAFETY,SHERMAN,TX,33.65,-96.61,725,
8TA3,FLYING X RIVER RANCH,SPICEWOOD,TX,30.516667,-98.175,820,
8TA4,LASEAIR,TEXAS CITY,TX,29.445,-95.008333,12,
8TA5,SHORT STOP,FARMERSVILLE,TX,33.163333,-96.321667,645,
8TA6,HYCO HELIPORT NR 3,BEAUMONT,TX,30.146667,-94.178333,30,
8TA7,STARK FIELD,GRANBURY,TX,32.57,-97.753333,900,
8TA8,BUFORDS FIELD,HUNTINGTON,TX,31.168333,-94.531667,200,
8TA9,STAR DUSTERS,WASHINGTON,LA,30.635,-92.058333,37,
8TS0,HAMILTON RANCH,BRUNI,TX,27.553333,-98.731667,698,
8TS1,RETTA,BURLESON,TX,32.541667,-97.241667,700,
8TS2,HENRIETTA,HENRIETTA,TX,33.783333,-98.216667,932,
8TS3,BRUNER,LATEXO,TX,31.39,-95.473333,387,
8TS4,MEMORIAL CITY GENERAL HOSPITAL,HOUSTON,TX,29.781667,-95.545,88,
8TS5,STOL FIELD,JOSHUA,TX,32.468333,-97.368333,908,
8TS6,MOORE,KAUFMAN,TX,32.533333,-96.321667,418,
8TS8,CIRCLE R,MAYPEARL,TX,32.353333,-96.976667,730,
8TX0,HUB FIELD,JEWETT,TX,31.43,-96.13,400,
8TX1,MEDICAL EMERGENCY GBC,GUN BARREL CITY,TX,32.335,-96.113333,395,
8TX2,FREEMAN RANCH,ROCKSPRINGS,TX,29.978333,-100.20167,2380,
8TX3,EDWARDS,GOLDTHWAITE,TX,31.343333,-98.615,1300,
8TX4,SARTOR,WILLIS,TX,30.375,-95.556667,203,
8TX5,TEXACO CHEMICAL COMPANY-EAST,PORT NECHES,TX,29.961667,-93.931667,14,
8TX6,HARPER,PALMER,TX,32.428333,-96.716667,510,
8TX7,SKYHAVEN,HOUSTON,TX,29.833333,-95.148333,40,
8TX8,WEEKS,PREMONT,TX,27.361667,-98.18,190,
8TX9,BASSLAKE,VAN,TX,32.486667,-95.561667,508,
8U0,RYEGATE,RYEGATE,MT,46.283333,-109.25,3700,122.9
8U1,SAND SPRINGS STRIP,SAND SPRINGS,MT,47.103333,-107.50333,3180,122.8
8U2,SCHAFER /USFS/,SCHAFER,MT,48.086667,-113.25167,4855,122.9
8U3,SCOBEY BORDER STATION /EAST POPL,SCOBEY,MT,49,-105.4,2501,122.9
8U4,SPOTTED BEAR /USFS/,SPOTTED BEAR,MT,47.958333,-113.56,3670,122.9
8U5,SUNBURST,SUNBURST,MT,48.886667,-111.92167,3401,122.9
8U6,TERRY,TERRY,MT,46.78,-105.305,2260,122.9
8U8,TOWNSEND,TOWNSEND,MT,46.333333,-111.475,3900,122.8
8U9,CANYON FERRY,TOWNSEND,MT,46.418333,-111.57667,3840,122.8
8V0,ROCKY MOUNTAIN,COLORADO SPRINGS,CO,38.783333,-104.73333,6000,
8V1,DEL NORTE MUNI & CO,DEL NORTE,CO,37.713333,-106.355,7949,122.9
8V2,STUART-ATKINSON MUNI,ATKINSON,NE,42.563333,-99.038333,2130,122.9
8V5,HOLYOKE,HOLYOKE,CO,40.576667,-102.27833,3726,122.7
8V6,DOVE CREEK,DOVE CREEK,CO,37.763333,-108.88833,6975,122.9
8V7,SPRINGFIELD MUNI,SPRINGFIELD,CO,37.463333,-102.61833,4387,122.9
8V8,OTTER CREEK RANCH,TEN SLEEP,WY,43.875,-107.33833,4900,
8VA0,MCV,RICHMOND,VA,37.55,-77.43,160,
8VA1,GRAND PRE FARM,BRIGHTWOOD,VA,38.455,-78.186667,500,
8VA2,SHIVOK,CALLAO,VA,38.008333,-76.563333,22,
8VA3,FAUQUIER HOSPITAL EMERGENCY TRAN,WARRENTON,VA,38.711667,-77.81,600,
8VA4,LOTUS INTL,BUCKINHAM,VA,37.673333,-78.703333,340,
8VA5,UNIVERSITY OF VIRGINIA HOSPITAL,CHARLOTTESVILLE,VA,38.05,-78.5,525,
8VA6,FLATWOODS,LOVINGSTON,VA,37.738333,-78.961667,840,
8VA8,MARY IMMACULATE HOSPITAL,NEWPORT NEWS,VA,37.143333,-76.511667,79,
8VA9,ST MARY'S HOSPITAL,NORTON,VA,36.943333,-82.625,2243,
8W1,JOHN ANTONNEAU MEMORIAL,GREEN BAY,WI,44.58,-88.056667,587,122.8
8W2,NEW MARKET,NEW MARKET,VA,38.655,-78.708333,975,122.8
8W4,ONLEY,ONLEY,VA,37.675,-75.71,45,
8W5,BILLY MITCHELL,HATTERAS,NC,35.233333,-75.618333,17,122.9
8W8,HARTWOOD,SOMERVILLE,VA,38.485,-77.613333,390,122.8
8WA0,FLYING B,RAINIER,WA,46.878333,-122.60167,445,
8WA2,BOEING RENTON RAMP SITE NR 2,RENTON,WA,47.496667,-122.2,29,
8WA3,VALLEY MEDICAL CENTER,RENTON,WA,47.441667,-122.21333,100,
8WA4,DEWALD,RITZVILLE,WA,47.076667,-118.505,1880,
8WA5,TREE HEART RANCH,RITZVILLE,WA,47.141667,-118.80167,1420,
8WA6,CHRISTENSEN FIELD,ROYAL CITY,WA,46.92,-119.59,1150,
8WA7,LARMIE FIELD,ST JOHN,WA,47.115,-117.57333,1973,
8WA9,BROADCAST HOUSE HELISTOP,SEATTLE,WA,47.618333,-122.35167,175,
8WI1,DILLENBURG'S,SHAWANO,WI,44.753333,-88.728333,915,
8WI2,RUNWAY LEASING INC NR 1,PLAINFIELD,WI,44.225,-89.531667,1100,
8WI3,RWNWAY LEASING INC NR 2,PLOVER,WI,44.42,-89.555,1070,
8WI4,ST MARY'S HOSPITAL OZAUKEE,PORT WASHINGTON,WI,43.396667,-87.876667,710,
8WI5,THOMPSON STRAWBERRY FARM,BRISTOL,WI,42.571667,-87.978333,740,
8WI7,DUNBAR,DUNBAR,WI,45.651667,-88.181667,1196,
8WI8,STUPEK FARMS,FENNIMORE,WI,42.976667,-90.648333,1210,
8WI9,RIVER FALLS AREA HOSPITAL,RIVER FALLS,WI,44.865,-92.603333,947,
8X0,LANGFORD,LAKELAND,FL,28.108333,-81.958333,143,
8X1,FLORIDA FEDERAL OFFICE BUILDING,LAKELAND,FL,28.033333,-81.946667,303,
8X2,LITTLE'S,LAKELAND,FL,28.01,-81.878333,115,
8X5,LAKE PERSIMMON AIRSTRIP,LAKE PLACID,FL,27.353333,-81.408333,70,
8X6,PLACID LAKES,LAKE PLACID,FL,27.245,-81.413333,130,
8X7,VINCE'S,LAKE PLACID,FL,27.238333,-81.386667,115,
8X9,LAKE WALES,LAKE WALES,FL,27.916667,-81.548333,125,
8XS1,HAROLD FREEMAN FARM,KATY,TX,29.883333,-95.811667,160,
8XS2,RACHAL,LAREDO,TX,27.93,-99.851667,600,
8XS3,PEGASUS PLACE AIRSTRIP,LEANDER,TX,30.566667,-97.83,965,
8XS4,PATCO,PORT ARTHUR,TX,29.916667,-93.886667,15,
8XS7,H B ZACHRY,SAN ANTONIO,TX,29.351667,-98.523333,638,
8XS8,J A KNOLLE FIELD,SANDIA,TX,27.99,-97.82,50,
8XS9,RUST FIELD,WARING,TX,29.956667,-98.79,1331,
8Y2,BUFFALO MUNI,BUFFALO,MN,45.158333,-93.843333,967,122.8
8Y3,OAKLEAF,HARTFORD,SD,43.583333,-96.95,1625,
8Y4,SURFSIDE,LINO LAKES,MN,45.15,-93.116667,880,122.9
8Y5,CLARISSA MUNI,CLARISSA,MN,46.113333,-94.906667,1308,122.9
8Y6,LEADERS CLEAR LAKE,CLEAR LAKE,MN,45.445,-93.971667,990,122.9
8Y8,SCOTTS,CRANE LAKE,MN,48.266667,-92.483333,1119,122.8
90C,OZAUKEE,PORT WASHINGTON,WI,43.421667,-87.888333,800,
90CA,FOWLER'S,LINDEN,CA,38.003333,-121.11833,77,
90CO,TRI-COUNTY,ERIE,CO,40.01,-105.05167,5050,
90D,PINE CITY MUNI,PINE CITY,MN,45.846667,-92.958333,971,122.9
90F,BROKEN BOW,BROKEN BOW,OK,34.013333,-94.758333,404,122.8
90FL,PAXTON,OKEECHOBEE,FL,27.361667,-80.761667,66,
90I,PRUSS,FARMERS RETREAT,IN,38.978333,-85.11,890,
90IL,JOHNSON,MOMENCE,IL,41.198333,-87.558333,630,
90IN,GREEN FIELD,CHURUBUSCO,IN,41.23,-85.358333,890,
90L,NORTHROP PALOS VERDES,PALOS VERDES,CA,33.76,-118.38833,1080,
90LA,SUPERDOME,NEW ORLEANS,LA,30.95,-90.083333,50,
90LL,ELLINGTON FIELD,QUINCY,IL,39.981667,-91.371667,660,
90M,ROBERTSON,MC CRORY,AR,35.188333,-91.206667,207,
90MN,SCHMIDT PRIVATE,VESTA,MN,44.503333,-95.453333,1060,
90MO,GEORGE/BUD/CHURCH MEMORIAL HOSPI,CLINTON,MO,38.391667,-93.763333,800,
90ND,CIRCUIT RIDER,MONTPELIER,ND,46.666667,-98.683333,1490,
90NY,TWIN PONDS,SHERMAN,NY,42.166667,-79.55,1740,
90OH,WOODSFIELD,WOODSFIELD,OH,39.765,-81.135,1200,
90OI,JOE CIMPRICH,CAMDEN,OH,39.605,-84.633333,1000,
90OK,STEWART FARMS,ALINE,OK,36.5,-98.501667,1460,
90OR,HAMPTON,HAMPTON,OR,43.688333,-120.245,4416,
90PA,ADAMS,CONEVILLE,PA,41.88,-78.115,1780,
90PN,BANEY'S,DOVER,PA,40.016667,-76.82,470,
90TA,FAULKNER POINT,GARLAND,TX,32.866667,-96.54,460,
90TS,WILDERNESS POINT,PARIS,TX,33.815,-97.615,520,
90TX,CALLAGHAN RANCH,CALLAGHAN,TX,27.866667,-99.383333,610,
90V,LUKACHUKAI,LUKACHUKAI,AZ,36.4,-109.25667,6433,
90WA,WALDRONAIRE,EAST SOUND,WA,48.711667,-123.01833,140,
90WI,HERITAGE ACRES,LAONA,WI,45.575,-88.708333,1608,
90X,KELLY TRACTOR CO,MIAMI,FL,25.826667,-80.333333,8,
90XS,HOUSTON OIL & MINERALS PORT BOLI,PORT BOLIVAR,TX,29.383333,-94.773333,10,
90Y,LEONARD MUNI,LEONARD,ND,46.653333,-97.25,1050,122.9
91A,ROLAND NORTON MEMORIAL AIRSTRIP,SELAWIK,AK,66.766667,-160.15333,360,
91B,SQUARE POND,SHAPLEIGH,ME,43.568333,-70.883333,522,
91C,SAUK-PRAIRIE,PRAIRIE DU SAC,WI,43.296667,-89.756667,832,122.9
91CA,DEVERS SUBSTATION,DESERT HOT SPRINGS,CA,33.94,-116.575,1150,
91CO,SUMMIT MEDICAL CENTER,FRISCO,CO,39.581667,-106.09167,9042,
91E,EL PASO NATURAL GAS CO,ROSWELL,NM,33.706667,-104.55167,3824,
91F,ARROWHEAD,CANADIAN,OK,35.155,-95.62,851,122.9
91FL,LAKE CONWAY NORTH,ORLANDO,FL,28.48,-81.368333,80,
91I,FORT BENJAMIN HARRISON HELIPAD,FORT BENJAMIN HARRISON,IN,39.883333,-86.016667,860,
91IL,PEKIN MEMORIAL HOSPITAL,PEKIN,IL,40.563333,-89.633333,535,
91IN,STRIETELMEIER FLYING FIELD,COLUMBUS,IN,39.208333,-85.971667,620,
91J,CAMP KULAQUA,HIGH SPRINGS,FL,29.855,-82.586667,60,
91K,FABICK,FENTON,MO,38.54,-90.441667,434,122.9
91L,GENE WASH RESERVOIR,PARKER DAM,CA,34.308333,-114.18667,860,
91LA,KOCH,EUNICE,LA,30.535,-92.366667,51,
91LL,DOWNEN,RIDGWAY,IL,37.841667,-88.173333,375,
91M,MORRILTON,MORRILTON,AR,35.195,-92.8,300,
91MO,BOONE HOSPITAL CENTER,COLUMBIA,MO,38.95,-92.316667,780,
91N,TURTLE LAKE MUNICIPAL,TURTLE LAKE,ND,47.51,-100.91667,1910,122.8
91NJ,NEWPORT HELISTOP,JERSEY CITY,NJ,40.725,-74.03,6,
91NY,MANITOU FIELD,SPENCERPORT,NY,43.195,-77.748333,470,
91OH,STINE FLD,WOOSTER,OH,40.733333,-81.893333,1172,
91OI,CROSS,CANTON,OH,40.776667,-81.458333,1125,
91OK,STEWART,ALTUS,OK,34.641667,-99.371667,1365,
91OR,OREGON HEALTH SCIENCES UNIVERSIT,PORTLAND,OR,45.5,-122.685,590,
91PN,HOSPITAL HELIPORT OF POTTSVILLE,POTTSVILLE,PA,40.69,-76.191667,830,
91R,LESIKAR FARMS,TEMPLE,TX,31.025,-97.185,466,122.9
91TA,SPRING BRANCH MEMORIAL HOSPITAL,SPRING BRANCH,TX,29.805,-95.508333,83,
91TS,SONGBIRD RANCH,ROSHARON,TX,29.368333,-95.34,34,
91TX,PAISANO RANCH,CALLIHAM,TX,28.396667,-98.363333,235,
91U,LAIRD RANCH,EKALAKA,MT,45.668333,-104.70333,3462,
91V,TOYEI SCHOOL,GANADO,AZ,35.705,-109.94167,6559,122.9
91W,MAYERS,ASHLAND,VA,37.781667,-77.493333,215,
91WA,CHRISTENSEN BROS WAHLUKE STRIP,MATTAWA,WA,46.708333,-119.80167,840,
91WI,GOTTSCHALK FIELD,NEKOOSA,WI,44.293333,-90.031667,976,
91X,SOUTHWEST POLICE SUB STATION,MIAMI,FL,25.695,-80.381667,60,
91XS,HHI-PORT O'CONNOR,PORT O'CONNOR,TX,28.443333,-96.425,7,
91Y,BONGERS SKY RANCH,DAVID CITY,NE,41.233333,-97.133333,1613,
92A,CHILHOWEE,BENTON,TN,35.226667,-84.585,770,122.9
92B,LONG LAKE,SINCLAIR,ME,47.193333,-68.231667,581,122.9
92C,CARTER,PULASKI,WI,44.641667,-88.216667,783,122.9
92CO,LAKE CREEK SOARINGPORT,HILLSIDE,CO,38.291667,-105.61167,7200,
92D,MEADOW-AIRE,LAGRANGE,OH,41.203333,-82.115,843,122.9
92F,CHATTANOOGA SKY HARBOR,CHATTANOOGA,OK,34.375,-98.688333,1135,122.9
92FL,CARLSTROM FIELD,ARCADIA,FL,27.12,-81.85,35,
92G,MIDLAKES,GORHAM,NY,42.813333,-77.203333,1080,122.8
92IL,HUNTER RAFFETY ELEVATORS INC,CAIRO,IL,37.038333,-89.321667,323,
92LA,TERREBONNE GENERAL MEDICAL CENTE,HOUMA,LA,29.6,-90.718333,12,
92LL,GOULD CENTER,ROLLING MEADOWS,IL,42.051667,-88.018333,699,
92MN,BRUTLAG FARMS,WENDELL,MN,46.015,-96.101667,1127,
92N,STEEL PIER TAJ MAHAL,ATLANTIC CITY,NJ,39.355,-74.418333,29,122.9
92ND,DIETZ,NEW LEIPZIG,ND,46.195,-101.93833,2600,
92NJ,FLYING D FARM,KINGWOOD TOWNSHIP,NJ,40.468333,-75.001667,530,
92NY,BLOECHER FARM,STRYKERSVILLE,NY,42.751667,-78.461667,1430,
92OI,GOOD SAMARITAN HOSPITAL,CINCINNATI,OH,39.14,-84.52,825,
92OK,FLYING W RANCH,ATOKA,OK,34.383333,-96.291667,618,
92OR,PYNN,WEST LINN,OR,45.336667,-122.665,400,
92PA,HAWKINS FIELD,COOPERSTOWN,PA,40.705,-79.951667,1150,
92R,VAC,TEMPLE,TX,31.081667,-97.35,680,
92T,CHANEY SAN FRANCISCO RANCH,MARATHON,TX,29.966667,-102.93333,3250,
92TA,DRENNAN FARM,LOS FRESNOS,TX,26.121667,-97.428333,27,
92TS,HERZIK,SCHULENBURG,TX,29.71,-96.918333,355,
92TX,TGP 409,EDINBURG,TX,26.416667,-98.136667,92,
92U,NINE QUARTER CIRCLE RANCH,GALLATIN GATEWAY,MT,45.066667,-111.29667,6974,
92WA,CONNER,ISSAQUAH,WA,47.56,-122.08,28,
92WI,KNIGHT AIRE,MERRILL,WI,45.295,-89.641667,1600,
92XS,T.R. FUNK INC,RAYMONDVILLE,TX,26.478333,-97.686667,24,
92Z,KAUPULEHU,KAILUA/KONA,HI,19.833333,-155.98167,43,
93B,STONINGTON MUNI,STONINGTON,ME,44.175,-68.678333,30,122.9
93C,RICHLAND,RICHLAND CENTER,WI,43.283333,-90.298333,726,122.9
93CA,FOUNTAIN VALLEY REGIONAL HOSPITA,FOUNTAIN VALLEY,CA,33.715,-117.93667,38,
93CO,CARRERA AIRPARK,MEAD,CO,40.216667,-104.95,4965,
93E,ST JOHNS COLLEGE HELISPOT,SANTA FE,NM,35.67,-105.91167,7220,
93F,MIGNON LAIRD MUNI,CHEYENNE,OK,35.603333,-99.703333,2084,122.8
93FL,PINE LAKES FARM,DELAND,FL,28.945,-81.408333,60,
93G,SCHENKEL FIELD,RUTH,MI,43.71,-82.711667,750,
93IL,DIXON SPRINGS RLA,GLENDALE,IL,37.431667,-88.69,545,
93IN,BYRON STATION,FORT WAYNE,IN,41.2,-85.175,835,
93K,WILEYS AIR STRIP,GORIN,MO,40.376667,-92.071667,662,
93LA,ABROM KAPLAN MEMORIAL HOSPITAL,KAPLAN,LA,30.033333,-92.296667,15,
93LL,HEMMINGSEN,SANDWICH,IL,41.595,-88.605,640,
93M,OHLENDORF,OSCEOLA,AR,35.621667,-89.986667,232,
93MO,KATHY'S PATCH,PROSPERITY,MO,37.108333,-94.405,1030,
93ND,HUNSKOR AERIAL,NEWBURG,ND,48.705,-100.95333,1475,
93NJ,INGERSOLL-RAND COMPANY,PHILLIPSBURG,NJ,40.696667,-75.168333,369,
93OH,MILLERS GROVE,VANDALIA,OH,39.921667,-84.276667,880,
93OI,STOUFFER'S DUBLIN,DUBLIN,OH,40.096667,-83.135,890,
93OR,ST ELIZABETH HOSPITAL,BAKER,OR,44.795,-117.84667,3410,
93PA,MAPLE CAVE PARK,COOPERSTOWN,PA,41.503333,-79.881667,1180,
93R,GULF COAST,TIVOLI,TX,28.468333,-96.873333,35,
93T,MAYHEW RANCH NR 1,MARATHON,TX,29.81,-102.90833,2783,
93TA,MAC KAY,MOUNT VERNON,TX,33.06,-95.158333,351,
93TS,LONGBIRD,SEALY,TX,29.748333,-96.115,150,
93TX,PUTZ AERO INC,CALVERT,TX,30.915,-96.685,279,
93U,OWEN BROS,GERALDINE,MT,47.618333,-110.09167,3106,
93V,PINON,PINON,AZ,36.091667,-110.23333,6315,
93W,ROBINSON/PRIVATE/,BEDFORD,VA,37.348333,-79.571667,850,
93WA,HARRIS,TYLER,WA,47.448333,-117.80667,2375,
93WI,ARROWHEAD SPRINGS,RICHFIELD,WI,43.253333,-88.21,980,
93XS,JOSEPH ROSS SCHERDIN,RICHWOOD,TX,29.081667,-95.383333,10,
93Y,DAVID CITY MUNI,DAVID CITY,NE,41.233333,-97.116667,1614,122.9
94C,COWGILL FIELD,RIO,WI,43.45,-89.25,925,122.9
94CA,KAISER HOSPITAL,FONTANA,CA,34.073333,-117.43167,1214,
94CO,PONDEROSA,OURAY,CO,38.085,-107.70167,7250,
94D,WELLS,SCHENECTADY,NY,42.85,-73.905,210,122.9
94E,WHISKEY CREEK,SILVER CITY,NM,32.761667,-108.20833,6126,122.8
94FL,PINE SHADOWS AIRPARK,FORT MYERS,FL,26.733333,-81.896667,11,
94I,CLARK,FRANKFORT,IN,40.195,-86.523333,880,
94IL,LUTZ,MULBERRY GROVE,IL,38.916667,-89.225,526,
94IN,WHITE'S,HARTSVILLE,IN,39.28,-85.711667,771,
94K,CASSVILLE MUNI,CASSVILLE,MO,36.696667,-93.9,1482,122.9
94LA,PREVOST MEMORIAL HOSPITAL,DONALDSONVILLE,LA,30.088333,-91.001667,15,
94M,QUINN FIELD,PARAGOULD,AR,36.051667,-90.358333,240,
94MN,AG SPRAY INC,BARNESVILLE,MN,46.576667,-96.511667,960,
94MO,RAY'S ROOST,WEST PLAINS,MO,36.805,-91.881667,1170,
94ND,MICHAEL ZURCHER FARM STRIP,NEWBURG,ND,48.666667,-100.91833,1470,
94NJ,PIO COSTA SAND & GRAVEL,HACKETTSTOWN/GREAT MEADOWS,NJ,40.863333,-74.918333,550,
94NY,ST BERNARD FIELD,UNION SPRINGS,NY,42.825,-76.691667,540,
94OH,ST RITA'S MEDICAL CENTER,LIMA,OH,40.74,-84.121667,862,
94OI,BLADES LANDING,HUDSON,OH,41.243333,-81.415,1100,
94OK,MUSKOGEE REGIONAL MEDICAL CENTER,MUSKOGEE,OK,35.753333,-95.406667,604,
94PA,MOUNTAIN SPRINGS,COUDERSPORT,PA,41.77,-78.011667,1810,
94PN,YORK HOSPITAL,YORK,PA,39.946667,-76.718333,480,
94R,LACKEY AVIATION,WHARTON,TX,29.266667,-96.008333,90,122.9
94TA,REECE FIELD,SAN ANGELO,TX,31.305,-100.45833,1960,
94TX,RIVER BEND RANCH,BRADY,TX,31.438333,-99.315,1500,
94U,N BAR RANCH,GRASSRANGE,MT,46.833333,-108.91667,4350,
94V,ROCK POINT,ROCK POINT,AZ,36.731667,-109.61833,4999,
94W,WINDY RIDGE,BEDFORD,VA,37.27,-79.436667,750,
94WA,WISHKAH RIVER RANCH,ABERDEEN,WA,47.085,-123.77333,36,
94WI,KOLLER,WALES,WI,42.988333,-88.416667,980,
94XS,HERITAGE RANCH,RICHMOND,TX,29.655,-95.83,103,
94Z,NOME CITY FIELD,NOME,AK,64.513333,-165.39667,59,123.6
95A,UNIVERSITY TENNESSEE HOSPITAL,KNOXVILLE,TN,35.941667,-83.945,902,123.05
95C,WALTER'S AGRI-CENTER,RIO CREEK,WI,44.586667,-87.558333,717,122.9
95CA,BONEL,WHITLEY GARDEN,CA,35.668333,-120.54833,1030,
95CO,COMBS RANCH,PEYTON,CO,39.12,-104.465,6540,
95D,BEULAH,BEULAH,ND,47.251667,-101.81333,1791,122.9
95E,STALLION AAF,SOCORRO,NM,33.818333,-106.645,4925,
95F,CLEVELAND MUNI,CLEVELAND,OK,36.283333,-96.465,980,122.9
95FL,PINELLAS COUNTY MOSQUITO CONTROL,PINELLAS PARK,FL,27.875,-82.69,10,
95G,ARCHER FIELD,ST JOHNS,MI,42.906667,-84.471667,794,122.8
95IL,STONE LRA,ROSICLARE,IL,37.486667,-88.4,485,
95IN,COLONIAL CREST,INDIANAPOLIS,IN,39.903333,-86.191667,810,
